Lobby ID,Player 1,Player 2,Player 1 Chips Game 1,Player 2 Chips Game 1,Player 1 Chips Game 2,Player 2 Chips Game 2,Winner
1552c274-5ea4-4df1-9576-6c8156641178,my_player,random_player,,,,,DNF
